story_name,story_section,question,answer1,answer2,local_or_sum,attribute,ex_or_im,ex_or_im2
murtough-and-the-witch-woman,"and the king was astonished at her , and he began to ask her questions , for it seemed to him that the power of a great goddess of the ancient time was in her ; and he asked her whence she came , and what manner was the power that he saw in her . he asked her , too , did she believe in the god of the clerics , or was she herself some goddess of the older world ? for he feared her , feeling that his fate was in her hands . she laughed a careless and a cruel laugh , for she knew that the king was in their power , now that she was there alone with him , and the clerics and the christian teachers gone . "" fear me not , o murtough , "" she cried ; "" i am , like thee , a daughter of the race of men of the ancient family of adam and of eve ; fit and meet my comradeship with thee ; therefore , fear not nor regret .",why did the king ask if she believed in the god of the clerics or was some goddess of the older world ?,"he feared her , feeling that his fate was in her hands .",,local,causal relationship,explicit,
murtough-and-the-witch-woman,"and the king was astonished at her , and he began to ask her questions , for it seemed to him that the power of a great goddess of the ancient time was in her ; and he asked her whence she came , and what manner was the power that he saw in her . he asked her , too , did she believe in the god of the clerics , or was she herself some goddess of the older world ? for he feared her , feeling that his fate was in her hands . she laughed a careless and a cruel laugh , for she knew that the king was in their power , now that she was there alone with him , and the clerics and the christian teachers gone . "" fear me not , o murtough , "" she cried ; "" i am , like thee , a daughter of the race of men of the ancient family of adam and of eve ; fit and meet my comradeship with thee ; therefore , fear not nor regret .",why did sheen laugh a careless and cruel laugh ?,"she knew that the king was in their power , now that she was there alone with him , and the clerics and the christian teachers gone .",,local,causal relationship,explicit,
murtough-and-the-witch-woman,"and the king was astonished at her , and he began to ask her questions , for it seemed to him that the power of a great goddess of the ancient time was in her ; and he asked her whence she came , and what manner was the power that he saw in her . he asked her , too , did she believe in the god of the clerics , or was she herself some goddess of the older world ? for he feared her , feeling that his fate was in her hands . she laughed a careless and a cruel laugh , for she knew that the king was in their power , now that she was there alone with him , and the clerics and the christian teachers gone . "" fear me not , o murtough , "" she cried ; "" i am , like thee , a daughter of the race of men of the ancient family of adam and of eve ; fit and meet my comradeship with thee ; therefore , fear not nor regret .",what did sheen say she was ?,"like thee , a daughter of the race of men of the ancient family of adam and of eve ; fit and meet my comradeship with thee .",,local,action,explicit,
murtough-and-the-witch-woman,"and as to that true god of thine , worker of miracles and helper of his people , no miracle in all the world is there that i , by mine own unaided power , can not work the like . i can create a sun and moon ; the heavens i can sprinkle with radiant stars of night . i can call up to life men fiercely fighting in conflict , slaughtering one another . wine i could make of the cold water of the boyne , and sheep of lifeless stones , and swine of ferns . in the presence of the hosts i can make gold and silver , plenty and to spare ; and hosts of famous fighting men i can produce from naught . now , tell me , can thy god work the like ? "" "" work for us , "" says the king , "" some of these great wonders . "" then sheen went forth out of the house , and she set herself to work spells on murtough , so that he knew not whether he was in his right mind or no . she took of the water of the boyne and made a magic wine thereout , and she took ferns and spiked thistles and light puff - balls of the woods , and out of them she fashioned magic swine and sheep and goats , and with these she fed murtough and the hosts . and when they had eaten , all their strength went from them , and the magic wine sent them into an uneasy sleep and restless slumbers .",who could sheen call up to life ?,men fiercely fighting in conflict .,,local,character,explicit,
murtough-and-the-witch-woman,"and as to that true god of thine , worker of miracles and helper of his people , no miracle in all the world is there that i , by mine own unaided power , can not work the like . i can create a sun and moon ; the heavens i can sprinkle with radiant stars of night . i can call up to life men fiercely fighting in conflict , slaughtering one another . wine i could make of the cold water of the boyne , and sheep of lifeless stones , and swine of ferns . in the presence of the hosts i can make gold and silver , plenty and to spare ; and hosts of famous fighting men i can produce from naught . now , tell me , can thy god work the like ? "" "" work for us , "" says the king , "" some of these great wonders . "" then sheen went forth out of the house , and she set herself to work spells on murtough , so that he knew not whether he was in his right mind or no . she took of the water of the boyne and made a magic wine thereout , and she took ferns and spiked thistles and light puff - balls of the woods , and out of them she fashioned magic swine and sheep and goats , and with these she fed murtough and the hosts . and when they had eaten , all their strength went from them , and the magic wine sent them into an uneasy sleep and restless slumbers .",what happened to the water of the boyne sheen took ?,she took of the water of the boyne and made a magic wine thereout .,,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"and as to that true god of thine , worker of miracles and helper of his people , no miracle in all the world is there that i , by mine own unaided power , can not work the like . i can create a sun and moon ; the heavens i can sprinkle with radiant stars of night . i can call up to life men fiercely fighting in conflict , slaughtering one another . wine i could make of the cold water of the boyne , and sheep of lifeless stones , and swine of ferns . in the presence of the hosts i can make gold and silver , plenty and to spare ; and hosts of famous fighting men i can produce from naught . now , tell me , can thy god work the like ? "" "" work for us , "" says the king , "" some of these great wonders . "" then sheen went forth out of the house , and she set herself to work spells on murtough , so that he knew not whether he was in his right mind or no . she took of the water of the boyne and made a magic wine thereout , and she took ferns and spiked thistles and light puff - balls of the woods , and out of them she fashioned magic swine and sheep and goats , and with these she fed murtough and the hosts . and when they had eaten , all their strength went from them , and the magic wine sent them into an uneasy sleep and restless slumbers .",how did sheen feed murtough and the hosts ?,"she took ferns and spiked thistles and light puff - balls of the woods , and out of them she fashioned magic swine and sheep and goats .",,local,action,explicit,
murtough-and-the-witch-woman,"and as to that true god of thine , worker of miracles and helper of his people , no miracle in all the world is there that i , by mine own unaided power , can not work the like . i can create a sun and moon ; the heavens i can sprinkle with radiant stars of night . i can call up to life men fiercely fighting in conflict , slaughtering one another . wine i could make of the cold water of the boyne , and sheep of lifeless stones , and swine of ferns . in the presence of the hosts i can make gold and silver , plenty and to spare ; and hosts of famous fighting men i can produce from naught . now , tell me , can thy god work the like ? "" "" work for us , "" says the king , "" some of these great wonders . "" then sheen went forth out of the house , and she set herself to work spells on murtough , so that he knew not whether he was in his right mind or no . she took of the water of the boyne and made a magic wine thereout , and she took ferns and spiked thistles and light puff - balls of the woods , and out of them she fashioned magic swine and sheep and goats , and with these she fed murtough and the hosts . and when they had eaten , all their strength went from them , and the magic wine sent them into an uneasy sleep and restless slumbers .",what happened after murtough and the hosts ate ?,all their strength went from them .,,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"and out of stones and sods of earth she fashioned three battalions , and one of the battalions she placed at one side of the house , and the other at the further side beyond it , and one encircling the rest southward along the hollow windings of the glen . and thus were these battalions , one of them all made of men stark - naked and their colour blue , and the second with heads of goats with shaggy beards and horned ; but the third , more terrible than they , for these were headless men , fighting like human beings , yet finished at the neck ; and the sound of heavy shouting as of hosts and multitudes came from the first and the second battalion , but from the third no sound save only that they waved their arms and struck their weapons together , and smote the ground with their feet impatiently . and though terrible was the shout of the blue men and the bleating of the goats with human limbs , more horrible yet was the stamping and the rage of those headless men , finished at the neck .",where did sheen put one of the battalions ?,at one side of the house .,,local,setting,explicit,
murtough-and-the-witch-woman,"and out of stones and sods of earth she fashioned three battalions , and one of the battalions she placed at one side of the house , and the other at the further side beyond it , and one encircling the rest southward along the hollow windings of the glen . and thus were these battalions , one of them all made of men stark - naked and their colour blue , and the second with heads of goats with shaggy beards and horned ; but the third , more terrible than they , for these were headless men , fighting like human beings , yet finished at the neck ; and the sound of heavy shouting as of hosts and multitudes came from the first and the second battalion , but from the third no sound save only that they waved their arms and struck their weapons together , and smote the ground with their feet impatiently . and though terrible was the shout of the blue men and the bleating of the goats with human limbs , more horrible yet was the stamping and the rage of those headless men , finished at the neck .",why was the third battalion the most terrible ?,"these were headless men , fighting like human beings , yet finished at the neck .",,local,causal relationship,explicit,
murtough-and-the-witch-woman,"and murtough , in his sleep and in his dreams , heard the battle - shout , and he rose impetuously from off his bed , but the wine overcame him , and his strength departed from him , and he fell helplessly upon the floor . then he heard the challenge a second time , and the stamping of the feet without , and he rose again , and madly , fiercely , he set on them , charging the hosts and scattering them before him , as he thought , as far as the fairy palace of the brugh . but all his strength was lost in fighting phantoms , for they were but stones and sods and withered leaves of the forest that he took for fighting men . now duivsech , murtough 's wife , knew what was going on . she called upon cairnech to arise and to gather together the clans of the children of his people , the men of owen and of niall , and together they went to the fort ; but sheen guarded it well , so that they could by no means find an entrance .",why did murtough rise impetuously off the bed ?,"murtough , in his sleep and in his dreams , heard the battle - shout .",,local,causal relationship,explicit,
murtough-and-the-witch-woman,"and murtough , in his sleep and in his dreams , heard the battle - shout , and he rose impetuously from off his bed , but the wine overcame him , and his strength departed from him , and he fell helplessly upon the floor . then he heard the challenge a second time , and the stamping of the feet without , and he rose again , and madly , fiercely , he set on them , charging the hosts and scattering them before him , as he thought , as far as the fairy palace of the brugh . but all his strength was lost in fighting phantoms , for they were but stones and sods and withered leaves of the forest that he took for fighting men . now duivsech , murtough 's wife , knew what was going on . she called upon cairnech to arise and to gather together the clans of the children of his people , the men of owen and of niall , and together they went to the fort ; but sheen guarded it well , so that they could by no means find an entrance .",what happened after murtough rose impetuously off the bed ?,"the wine overcame him , and his strength departed from him , and he fell helplessly upon the floor .",,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"and murtough , in his sleep and in his dreams , heard the battle - shout , and he rose impetuously from off his bed , but the wine overcame him , and his strength departed from him , and he fell helplessly upon the floor . then he heard the challenge a second time , and the stamping of the feet without , and he rose again , and madly , fiercely , he set on them , charging the hosts and scattering them before him , as he thought , as far as the fairy palace of the brugh . but all his strength was lost in fighting phantoms , for they were but stones and sods and withered leaves of the forest that he took for fighting men . now duivsech , murtough 's wife , knew what was going on . she called upon cairnech to arise and to gather together the clans of the children of his people , the men of owen and of niall , and together they went to the fort ; but sheen guarded it well , so that they could by no means find an entrance .",why was all of murtough's strength lost in fighting phantoms ?,the phantoms were but stones and sods and withered leaves of the forest that he took for fighting men .,,local,causal relationship,explicit,
murtough-and-the-witch-woman,"and murtough , in his sleep and in his dreams , heard the battle - shout , and he rose impetuously from off his bed , but the wine overcame him , and his strength departed from him , and he fell helplessly upon the floor . then he heard the challenge a second time , and the stamping of the feet without , and he rose again , and madly , fiercely , he set on them , charging the hosts and scattering them before him , as he thought , as far as the fairy palace of the brugh . but all his strength was lost in fighting phantoms , for they were but stones and sods and withered leaves of the forest that he took for fighting men . now duivsech , murtough 's wife , knew what was going on . she called upon cairnech to arise and to gather together the clans of the children of his people , the men of owen and of niall , and together they went to the fort ; but sheen guarded it well , so that they could by no means find an entrance .",what did duivsech call upon cairnech to do ?,"to arise and to gather together the clans of the children of his people , the men of owen and of niall .",,local,action,explicit,
murtough-and-the-witch-woman,"then cairnech was angry , and he cursed the place , and he dug a grave before the door , and he stood up upon the mound of the grave , and rang his bells and cursed the king and his house , and prophesied his downfall . but he blessed the clans of owen and of niall , and they returned to their own country . then cairnech sent messengers to seek murtough and to draw him away from the witch woman who sought his destruction , but because she was so lovely the king would believe no evil of her ; and whenever he made any sign to go to cairnech , she threw her spell upon the king , so that he could not break away . when he was so weak and faint that he had no power left , she cast a sleep upon him , and she went round the house , putting everything in readiness . she called upon her magic host of warriors , and set them round the fortress , with their spears and javelins pointed inwards towards the house , so that the king would not dare to go out amongst them . and that night was a night of samhain - tide , the eve of wednesday after all souls ' day .",how did cairnech feel because sheen guarded the fort well ?,angry .,,local,feeling,explicit,
murtough-and-the-witch-woman,"then cairnech was angry , and he cursed the place , and he dug a grave before the door , and he stood up upon the mound of the grave , and rang his bells and cursed the king and his house , and prophesied his downfall . but he blessed the clans of owen and of niall , and they returned to their own country . then cairnech sent messengers to seek murtough and to draw him away from the witch woman who sought his destruction , but because she was so lovely the king would believe no evil of her ; and whenever he made any sign to go to cairnech , she threw her spell upon the king , so that he could not break away . when he was so weak and faint that he had no power left , she cast a sleep upon him , and she went round the house , putting everything in readiness . she called upon her magic host of warriors , and set them round the fortress , with their spears and javelins pointed inwards towards the house , so that the king would not dare to go out amongst them . and that night was a night of samhain - tide , the eve of wednesday after all souls ' day .",what did cairnech bless ?,the clans of owen and of niall .,,local,action,explicit,
murtough-and-the-witch-woman,"then cairnech was angry , and he cursed the place , and he dug a grave before the door , and he stood up upon the mound of the grave , and rang his bells and cursed the king and his house , and prophesied his downfall . but he blessed the clans of owen and of niall , and they returned to their own country . then cairnech sent messengers to seek murtough and to draw him away from the witch woman who sought his destruction , but because she was so lovely the king would believe no evil of her ; and whenever he made any sign to go to cairnech , she threw her spell upon the king , so that he could not break away . when he was so weak and faint that he had no power left , she cast a sleep upon him , and she went round the house , putting everything in readiness . she called upon her magic host of warriors , and set them round the fortress , with their spears and javelins pointed inwards towards the house , so that the king would not dare to go out amongst them . and that night was a night of samhain - tide , the eve of wednesday after all souls ' day .",what happened after cairnech blessed the clans of owen and of niall ?,they returned to their own country .,,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"then cairnech was angry , and he cursed the place , and he dug a grave before the door , and he stood up upon the mound of the grave , and rang his bells and cursed the king and his house , and prophesied his downfall . but he blessed the clans of owen and of niall , and they returned to their own country . then cairnech sent messengers to seek murtough and to draw him away from the witch woman who sought his destruction , but because she was so lovely the king would believe no evil of her ; and whenever he made any sign to go to cairnech , she threw her spell upon the king , so that he could not break away . when he was so weak and faint that he had no power left , she cast a sleep upon him , and she went round the house , putting everything in readiness . she called upon her magic host of warriors , and set them round the fortress , with their spears and javelins pointed inwards towards the house , so that the king would not dare to go out amongst them . and that night was a night of samhain - tide , the eve of wednesday after all souls ' day .",why did cairnech send messengers ?,to seek murtough .,,local,causal relationship,explicit,
murtough-and-the-witch-woman,"then cairnech was angry , and he cursed the place , and he dug a grave before the door , and he stood up upon the mound of the grave , and rang his bells and cursed the king and his house , and prophesied his downfall . but he blessed the clans of owen and of niall , and they returned to their own country . then cairnech sent messengers to seek murtough and to draw him away from the witch woman who sought his destruction , but because she was so lovely the king would believe no evil of her ; and whenever he made any sign to go to cairnech , she threw her spell upon the king , so that he could not break away . when he was so weak and faint that he had no power left , she cast a sleep upon him , and she went round the house , putting everything in readiness . she called upon her magic host of warriors , and set them round the fortress , with their spears and javelins pointed inwards towards the house , so that the king would not dare to go out amongst them . and that night was a night of samhain - tide , the eve of wednesday after all souls ' day .",what happened whenever murtough made any sign to go to cairnech ?,"sheen threw her spell upon the king , so that he could not break away .",,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"then cairnech was angry , and he cursed the place , and he dug a grave before the door , and he stood up upon the mound of the grave , and rang his bells and cursed the king and his house , and prophesied his downfall . but he blessed the clans of owen and of niall , and they returned to their own country . then cairnech sent messengers to seek murtough and to draw him away from the witch woman who sought his destruction , but because she was so lovely the king would believe no evil of her ; and whenever he made any sign to go to cairnech , she threw her spell upon the king , so that he could not break away . when he was so weak and faint that he had no power left , she cast a sleep upon him , and she went round the house , putting everything in readiness . she called upon her magic host of warriors , and set them round the fortress , with their spears and javelins pointed inwards towards the house , so that the king would not dare to go out amongst them . and that night was a night of samhain - tide , the eve of wednesday after all souls ' day .",why did sheen order the warriors to point their spears and javelins inwards towards the house ?,so that the king would not dare to go out amongst them .,,local,causal relationship,explicit,
murtough-and-the-witch-woman,"then she went everywhere throughout the house , and took lighted brands and burning torches , and scattered them in every part of the dwelling . and she returned into the room wherein murtough slept , and lay down by his side . and she caused a great wind to spring up , and it came soughing through the house from the north - west ; and the king said , "" this is the sigh of the winter night . "" and sheen smiled , because , unwittingly , the king had spoken her name , for she knew by that that the hour of her revenge had come . "" it is i myself that am sigh and winter night , "" she said , "" and i am rough wind and storm , a daughter of fair nobles ; and i am cry and wail , the maid of elfin birth , who brings ill - luck to men . "" after that she caused a great snowstorm to come round the house ; and like the noise of troops and the rage of battle was the storm , beating and pouring in on every side , so that drifts of deep snow were piled against the walls , blocking the doors and chilling the folk that were feasting within the house . but the king was lying in a heavy , unresting sleep , and sheen was at his side . suddenly he screamed out of his sleep and stirred himself , for he heard the crash of falling timbers and the noise of the magic hosts , and he smelled the strong smell of fire in the palace . he sprang up . "" it seems to me , "" he cried , "" that hosts of demons are around the house , and that they are slaughtering my people , and that the house of cletty is on fire . "" "" it was but a dream , "" the witch maiden said .","what did sheen do when she realized it was a night of samhain-tide, the eve of wednesday after all souls' day ?","she went everywhere throughout the house , and took lighted brands and burning torches , and scattered them in every part of the dwelling .",,local,action,explicit,
murtough-and-the-witch-woman,"then she went everywhere throughout the house , and took lighted brands and burning torches , and scattered them in every part of the dwelling . and she returned into the room wherein murtough slept , and lay down by his side . and she caused a great wind to spring up , and it came soughing through the house from the north - west ; and the king said , "" this is the sigh of the winter night . "" and sheen smiled , because , unwittingly , the king had spoken her name , for she knew by that that the hour of her revenge had come . "" it is i myself that am sigh and winter night , "" she said , "" and i am rough wind and storm , a daughter of fair nobles ; and i am cry and wail , the maid of elfin birth , who brings ill - luck to men . "" after that she caused a great snowstorm to come round the house ; and like the noise of troops and the rage of battle was the storm , beating and pouring in on every side , so that drifts of deep snow were piled against the walls , blocking the doors and chilling the folk that were feasting within the house . but the king was lying in a heavy , unresting sleep , and sheen was at his side . suddenly he screamed out of his sleep and stirred himself , for he heard the crash of falling timbers and the noise of the magic hosts , and he smelled the strong smell of fire in the palace . he sprang up . "" it seems to me , "" he cried , "" that hosts of demons are around the house , and that they are slaughtering my people , and that the house of cletty is on fire . "" "" it was but a dream , "" the witch maiden said .",why did sheen smile ?,"the king had spoken her name , for she knew by that that the hour of her revenge had come .",,local,causal relationship,explicit,
murtough-and-the-witch-woman,"then she went everywhere throughout the house , and took lighted brands and burning torches , and scattered them in every part of the dwelling . and she returned into the room wherein murtough slept , and lay down by his side . and she caused a great wind to spring up , and it came soughing through the house from the north - west ; and the king said , "" this is the sigh of the winter night . "" and sheen smiled , because , unwittingly , the king had spoken her name , for she knew by that that the hour of her revenge had come . "" it is i myself that am sigh and winter night , "" she said , "" and i am rough wind and storm , a daughter of fair nobles ; and i am cry and wail , the maid of elfin birth , who brings ill - luck to men . "" after that she caused a great snowstorm to come round the house ; and like the noise of troops and the rage of battle was the storm , beating and pouring in on every side , so that drifts of deep snow were piled against the walls , blocking the doors and chilling the folk that were feasting within the house . but the king was lying in a heavy , unresting sleep , and sheen was at his side . suddenly he screamed out of his sleep and stirred himself , for he heard the crash of falling timbers and the noise of the magic hosts , and he smelled the strong smell of fire in the palace . he sprang up . "" it seems to me , "" he cried , "" that hosts of demons are around the house , and that they are slaughtering my people , and that the house of cletty is on fire . "" "" it was but a dream , "" the witch maiden said .",why did murtough suddenly scream out of his sleep ?,"he heard the crash of falling timbers and the noise of the magic hosts , and he smelled the strong smell of fire in the palace .",,local,causal relationship,explicit,
murtough-and-the-witch-woman,"then she went everywhere throughout the house , and took lighted brands and burning torches , and scattered them in every part of the dwelling . and she returned into the room wherein murtough slept , and lay down by his side . and she caused a great wind to spring up , and it came soughing through the house from the north - west ; and the king said , "" this is the sigh of the winter night . "" and sheen smiled , because , unwittingly , the king had spoken her name , for she knew by that that the hour of her revenge had come . "" it is i myself that am sigh and winter night , "" she said , "" and i am rough wind and storm , a daughter of fair nobles ; and i am cry and wail , the maid of elfin birth , who brings ill - luck to men . "" after that she caused a great snowstorm to come round the house ; and like the noise of troops and the rage of battle was the storm , beating and pouring in on every side , so that drifts of deep snow were piled against the walls , blocking the doors and chilling the folk that were feasting within the house . but the king was lying in a heavy , unresting sleep , and sheen was at his side . suddenly he screamed out of his sleep and stirred himself , for he heard the crash of falling timbers and the noise of the magic hosts , and he smelled the strong smell of fire in the palace . he sprang up . "" it seems to me , "" he cried , "" that hosts of demons are around the house , and that they are slaughtering my people , and that the house of cletty is on fire . "" "" it was but a dream , "" the witch maiden said .",what happened after murtough said sheen's name ?,"she caused a great snowstorm to come round the house so that drifts of deep snow were piled against the walls , blocking the doors and chilling the folk that were feasting within the house .",,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"then he slept again , and he saw a vision , to wit , that he was tossing in a ship at sea , and the ship floundered , and above his head a griffin , with sharp beak and talons , sailed , her wings outspread and covering all the sun , so that it was dark as middle - night ; and lo ! as she rose on high , her plumes quivered for a moment in the air ; then down she swooped and picked him from the waves , carrying him to her eyrie on the dismal cliff outhanging o'er the ocean ; and the griffin began to pierce him and to prod him with her talons , and to pick out pieces of his flesh with her beak ; and this went on awhile , and then a flame , that came he knew not whence , rose from the nest , and he and the griffin were enveloped in the flame . then in her beak the griffin picked him up , and together they fell downward over the cliff 's edge into the seething ocean ; so that , half by fire and half by water , he died a miserable death .",what did murtough do after sheen told him he was dreaming ?,he slept again and he saw a vision .,,local,action,explicit,
murtough-and-the-witch-woman,"then he slept again , and he saw a vision , to wit , that he was tossing in a ship at sea , and the ship floundered , and above his head a griffin , with sharp beak and talons , sailed , her wings outspread and covering all the sun , so that it was dark as middle - night ; and lo ! as she rose on high , her plumes quivered for a moment in the air ; then down she swooped and picked him from the waves , carrying him to her eyrie on the dismal cliff outhanging o'er the ocean ; and the griffin began to pierce him and to prod him with her talons , and to pick out pieces of his flesh with her beak ; and this went on awhile , and then a flame , that came he knew not whence , rose from the nest , and he and the griffin were enveloped in the flame . then in her beak the griffin picked him up , and together they fell downward over the cliff 's edge into the seething ocean ; so that , half by fire and half by water , he died a miserable death .",where did the griffin carry murtough to ?,her eyrie on the dismal cliff outhanging o'er the ocean .,,local,setting,explicit,
murtough-and-the-witch-woman,"then he slept again , and he saw a vision , to wit , that he was tossing in a ship at sea , and the ship floundered , and above his head a griffin , with sharp beak and talons , sailed , her wings outspread and covering all the sun , so that it was dark as middle - night ; and lo ! as she rose on high , her plumes quivered for a moment in the air ; then down she swooped and picked him from the waves , carrying him to her eyrie on the dismal cliff outhanging o'er the ocean ; and the griffin began to pierce him and to prod him with her talons , and to pick out pieces of his flesh with her beak ; and this went on awhile , and then a flame , that came he knew not whence , rose from the nest , and he and the griffin were enveloped in the flame . then in her beak the griffin picked him up , and together they fell downward over the cliff 's edge into the seething ocean ; so that , half by fire and half by water , he died a miserable death .",what happened after a flame rose from the nest ?,murtough and the griffin were enveloped in the flame .,,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"when the king saw that vision , he rose screaming from his sleep , and donned his arms ; and he made one plunge forward seeking for the magic hosts , but he found no man to answer him . the damsel went forth from the house , and murtough made to follow her , but as he turned the flames leaped out , and all between him and the door was one vast sheet of flame . he saw no way of escape , save the vat of wine that stood in the banqueting hall , and into that he got ; but the burning timbers of the roof fell upon his head and the hails of fiery sparks rained on him , so that half of him was burned and half was drowned , as he had seen in his dream .",what happened after the king donned his arms ?,he made one plunge forward seeking for the magic hosts .,,local,outcome resolution,explicit,
murtough-and-the-witch-woman,"the next day , amid the embers , the clerics found his corpse , and they took it up and washed it in the boyne , and carried it to tuilen to bury it . and they said , "" alas ! that mac erca , high king of erin , of the noble race of conn and of the descendants of ugaine the great , should die fighting with sods and stones ! alas ! that the cross of christ was not signed upon his face that he might have known the witchdoms of the maiden what they were . "" as they went thus , bewailing the death of murtough and bearing him to his grave , duivsech , wife of murtough , met them , and when she found her husband dead , she struck her hands together and she made a great and mournful lamentation ; and because weakness came upon her she leaned her back against the ancient tree that is in aenech reil ; and a burst of blood broke from her heart , and there she died , grieving for her husband .",what did the clerics find the next day ?,murtough 's corpse .,,local,action,explicit,
murtough-and-the-witch-woman,"and the grave of murtough was made wide and deep , and there they laid the queen beside him , two in the one grave , near the north side of the little church that is in tuilen . now , when the burial was finished , and the clerics were reciting over his grave the deeds of the king , and were making prayers for murtough 's soul that it might be brought out of hell , for cairnech showed great care for this , they saw coming towards them across the sward a lonely woman , star - bright and beautiful , and a kirtle of priceless silk upon her , and a green mantle with its fringes of silver thread flowing to the ground . she reached the place where the clerics were , and saluted them , and they saluted her . and they marvelled at her beauty , but they perceived on her an appearance of sadness and of heavy grief .",where did the clerics carry the corpse to ?,tuilen .,,local,setting,explicit,
murtough-and-the-witch-woman,"the next day , amid the embers , the clerics found his corpse , and they took it up and washed it in the boyne , and carried it to tuilen to bury it . and they said , "" alas ! that mac erca , high king of erin , of the noble race of conn and of the descendants of ugaine the great , should die fighting with sods and stones ! alas ! that the cross of christ was not signed upon his face that he might have known the witchdoms of the maiden what they were . "" as they went thus , bewailing the death of murtough and bearing him to his grave , duivsech , wife of murtough , met them , and when she found her husband dead , she struck her hands together and she made a great and mournful lamentation ; and because weakness came upon her she leaned her back against the ancient tree that is in aenech reil ; and a burst of blood broke from her heart , and there she died , grieving for her husband .",how did duivsech die ?,weakness came upon her she leaned her back against the ancient tree that is in aenech reil .,,local,action,explicit,
murtough-and-the-witch-woman,"the next day , amid the embers , the clerics found his corpse , and they took it up and washed it in the boyne , and carried it to tuilen to bury it . and they said , "" alas ! that mac erca , high king of erin , of the noble race of conn and of the descendants of ugaine the great , should die fighting with sods and stones ! alas ! that the cross of christ was not signed upon his face that he might have known the witchdoms of the maiden what they were . "" as they went thus , bewailing the death of murtough and bearing him to his grave , duivsech , wife of murtough , met them , and when she found her husband dead , she struck her hands together and she made a great and mournful lamentation ; and because weakness came upon her she leaned her back against the ancient tree that is in aenech reil ; and a burst of blood broke from her heart , and there she died , grieving for her husband .",what did duivsech do when she found her husband dead ?,she struck her hands together and she made a great and mournful lamentation .,,local,action,explicit,
murtough-and-the-witch-woman,"and the grave of murtough was made wide and deep , and there they laid the queen beside him , two in the one grave , near the north side of the little church that is in tuilen . now , when the burial was finished , and the clerics were reciting over his grave the deeds of the king , and were making prayers for murtough 's soul that it might be brought out of hell , for cairnech showed great care for this , they saw coming towards them across the sward a lonely woman , star - bright and beautiful , and a kirtle of priceless silk upon her , and a green mantle with its fringes of silver thread flowing to the ground . she reached the place where the clerics were , and saluted them , and they saluted her . and they marvelled at her beauty , but they perceived on her an appearance of sadness and of heavy grief .",where were the king and queen laid ?,near the north side of the little church that is in tuilen .,,local,setting,explicit,
murtough-and-the-witch-woman,"and the grave of murtough was made wide and deep , and there they laid the queen beside him , two in the one grave , near the north side of the little church that is in tuilen . now , when the burial was finished , and the clerics were reciting over his grave the deeds of the king , and were making prayers for murtough 's soul that it might be brought out of hell , for cairnech showed great care for this , they saw coming towards them across the sward a lonely woman , star - bright and beautiful , and a kirtle of priceless silk upon her , and a green mantle with its fringes of silver thread flowing to the ground . she reached the place where the clerics were , and saluted them , and they saluted her . and they marvelled at her beauty , but they perceived on her an appearance of sadness and of heavy grief .",who did the clerics and cairnech see coming towards them across the sward ?,a lonely woman .,,local,character,explicit,
murtough-and-the-witch-woman,"they asked of her , "" who art thou , maiden , and wherefore art thou come to the house of mourning ? for a king lies buried here . "" "" a king lies buried here , indeed , "" said she , "" and i it was who slew him , murtough of the many deeds , of the race of conn and niall , high king of ireland and of the west . and though it was i who wrought his death , i myself will die for grief of him . "" and they said , "" tell us , maiden , why you brought him to his death , if so be that he was dear to thee ? "" and she said , "" murtough was dear to me , indeed , dearest of the men of the whole world ; for i am sheen , the daughter of sige , the son of dian , from whom ath sigi or the ' ford of sige ' is called to - day . but murtough slew my father , and my mother and sister were slain along with him , in the battle of cerb upon the boyne , and there was none of my house to avenge their death , save myself alone .",who was the lonely woman ?,"sheen , the daughter of sige , the son of dian , from whom ath sigi or the ' ford of sige ' .",,local,character,explicit,
murtough-and-the-witch-woman,"they asked of her , "" who art thou , maiden , and wherefore art thou come to the house of mourning ? for a king lies buried here . "" "" a king lies buried here , indeed , "" said she , "" and i it was who slew him , murtough of the many deeds , of the race of conn and niall , high king of ireland and of the west . and though it was i who wrought his death , i myself will die for grief of him . "" and they said , "" tell us , maiden , why you brought him to his death , if so be that he was dear to thee ? "" and she said , "" murtough was dear to me , indeed , dearest of the men of the whole world ; for i am sheen , the daughter of sige , the son of dian , from whom ath sigi or the ' ford of sige ' is called to - day . but murtough slew my father , and my mother and sister were slain along with him , in the battle of cerb upon the boyne , and there was none of my house to avenge their death , save myself alone .",who did the maiden slay ?,"murtough of the many deeds , of the race of conn and niall , high king of ireland and of the west .",,local,character,explicit,
