text_a	text_b	labels
	Thats how we learn is by listening and sharing explanations	0.0
	Lets give James and Ella a power clap one two three clap	0.0
	Do I have anybody else that did it a little differently that wants to share that maybe got the same answer	2.0
	David would you mind coming up and sharing what you have	5.0
	Thank you for being a respectful listener	0.0
	Your dry erase board you just have in front of you	0.0
I also did 90 has two digits and 100 has three digits	Wow look at that	0.0
	Thats what I was saying with that equation	0.0
	Nice work and	0.0
	you used some words to explain but that proves that they have more money	0.0
	Nice work give David a power clap one two three	0.0
	All those friends that were	0.0
	they came up and shared	0.0
	I want you to	0.0
	Im going to have you very quickly	0.0
	quietly youre going to	0.0
	Actually youre going to keep your dry erase boards sorry	0.0
	I was going to have to go put them up	0.0
	but were going to do a couple more things out of our journal	0.0
	Were solving multistep problems today	0.0
	That was a really good practice	0.0
	It had lots of steps	0.0
	I would like you to turn to the board	0.0
	and were going to look at what you need to know in order to solve these problems	0.0
	Okay youre going to need this table and in just a minute I will have you go back to your seats and well try number one but I want to make sure you understand this table	0.0
	Are all eyes up on the board	1.0
	It says college students in Santa Barbara California completed classes	0.0
	With that dry erase board just turn it over on your	0.0
	so youre not tempted to look at it or draw	0.0
	Thank you	0.0
	College students in Santa Barbara California completed classes and are making travel plans to go home for the summer	0.0
	Use the information in the chart below to help them plan their trips	0.0
	If needed draw a diagram	0.0
	Whoo	0.0
	Theyre telling me you might want to draw a diagram or a measurement such as a measurement scale to help you solve the problem	0.0
	Heres what it looks like	0.0
	Its a oneway train and bus fare from Santa Barbara California	0.0
	If a student lives in LA its going to take them three hours to get to LA	0.0
	By train its going to cost 31 by bus	0.0
	2200	0.0
	If I look in Oakland California these are all in California by the way California is a really big state	0.0
	From Santa Barbara to Oakland oh my goodness its nine hours 57 by train 53 by bus	0.0
	San Diego six hours 4230	0.0
	Show me with your fingers from a one two three or four your understanding of the chart before we start because youre going to have to use that to solve the problems	1.0
	Here are the three Colleen Amelia and Teresa are going home to San Diego	0.0
	It has all of these scenarios where you have to use this chart and you can make a diagram you can make a measurement scale	0.0
	Youre going to have to know money	0.0
	Were going to be converting money like we did in our problem today but also time	0.0
	There are some that talk about time in minutes	0.0
	If we about minutes and hours what might you need for conversions today	5.0
	Whats something you might need for time	5.0
	How many what Aria	5.0
	I know its there	0.0
	its Monday is it swimming around	0.0
	Joey	1.0
How many minutes are in an hour	Yes at the top Im just going to write 60 minutes in case	4.0
	I need it equals one hour	0.0
	Im not sure if were going to need 24 hours in the day but were going to be looking through these and trying to figure them out	0.0
	Were going to try one just now	0.0
	and then well do some more sharing	0.0
	Lets look at number one	0.0
	They buy three train tickets using two 100 dollar bills	0.0
	How much change do they get from the cashier	5.0
	Theyre going to buy three train tickets	0.0
	Oh I missed an important piece of information where are they going	5.0
To San Diego	San Diego	3.0
	Im going to look at San Diego theyre buying three train tickets	0.0
	How much are the train tickets	5.0
4200	4200	3.0
	Im going to see if you can figure out the couple steps youll need to solve this problem	0.0
	Try it on your dry erase boards	0.0
	Theyre buying three tickets at 42 and we worked on some of that harder multiplication with partitioned rectangles we talked about partial products but then theyre going to be paying with 200 bills	0.0
	How much change are they going to get back	5.0
	If Im looking at this this is at least two steps	0.0
	Can you come up with your couple steps in order to solve this problem	5.0
	Bless you	0.0
	I just took my pencil	0.0
	I know a even number you know my steps that I take	0.0
	because this is a multistep many steps	0.0
	I see some really good math	0.0
	As we go through this I kind of like to go through them together but what might be my very first step	5.0
	I want you to think about that	0.0
	Can you list your steps and actually get an answer	5.0
	Think about what your first step would be	0.0
	Im thinking maybe how much those train tickets are going to cost	0.0
	You need to right now share with your partner your very first step	0.0
	What was your very first step	5.0
	Beep beep beep	1.0
	Oh try it again	0.0
	Beep beep beep	1.0
Beep beep	Im going to pull the stick	0.0
	and I want you to share what was the very first step to solving this problem these are multistep many steps	5.0
	Number 29 Ella what would be the very first thing	5.0
	Why did you do 42x3	6.0
Because you said that theyre three people and they had to buy three train tickets	Right	0.0
	If I do 42x3	0.0
	and I do partial products	0.0
	I could do 40x3	0.0
	is 120 and 2x3 is 6	0.0
	Did everybody get 126	1.0
Yes	Thats my first step	0.0
	I know that those tickets are going to cost 126	0.0
	Look at your step number two what will be the step number two I would take	5.0
	How about number nine	5.0
200126	How did you get 200 first	5.0
Because theres two 100 bills	Oh theres two 100 bills so you did 200126	4.0
	If they pay 200 do you think they want some change back	1.0
Yes	Yes it didnt cost 200 so Im going to subtract	4.0
	and I dont have a lot of room	0.0
	Im going to write it over here	0.0
	and Im going to subtract	0.0
	and I got 74	0.0
	Thumb up if you got 74 how much change did they get back	5.0
	The answer is 74	0.0
	If you list your steps that you take to get there youll get	5.0
	I saw some of you some of your dry erase boards were covered with math but I couldnt tell where your steps were so multisteps you want to list your steps you take to solve the problem	0.0
	Show me how you feel about number 1A with a one two three or four	0.0
	A lot of these are basic computations if you know how to multiply two by one digit and subtract and add thats really what were doing today using this chart with money and time	0.0
	Im going to have my gentlemen quietly take your dry erase boards away or back to your seat and youre going to open up to page 128	0.0
	and you can go ahead and copy 1A	0.0
	Once you get your journal out youre not talking nice job	0.0
	Ladies show me you can do the same thing	0.0
	Dry erase boards away and get out your journal to page 128	0.0
	I just listed my first step and then my second step	0.0
	and then I showed my work right here	0.0
	There may not be a lot of room you might want to get some paper if you think you need it	0.0
	I want everyone to try B on their own	0.0
	then well do some sharing	0.0
	everybody try B	0.0
	The cashier wants to use the least number of bills when she gives the girls change and has only 10 and 1 bills	0.0
	how many 10 and 1 bills could she give them	5.0
	Remember theyre getting 74 back	0.0
	What bills will the cashier give them back to get the least amount and its not 74 ones that would be a lot of change a lot of change	0.0
	Figure out B	0.0
	what would be the least number of bills	5.0
	I know some of you are ready to move on so well share that in just a minute	0.0
	If youre ready try number two	0.0
	Look at what the information theyre giving you think about your steps of how youre going to solve it and make sure you use your chart to help you	0.0
	Were all working on B trying figure out 74 in bills what bills is the cashier going to give them back	5.0
	Good	0.0
	You could also do some highlighting to the most important parts in your question that would help	0.0
	Remember this is our first step and our second step so theyre going to get 74 back	0.0
	What bills because they only have 10s and ones its like place value	0.0
	Yes I think the B part is really about less math	0.0
Some	Go ahead and share with a neighbor what you got for B Share with a neighbor though it can be partner	5.0
	Im going to just call on a group to share how about team number three	1.0
	A partner pair there what did you guys get for B	5.0
and then I got 74	Does everybody agree with them	2.0
	Thats the best way	0.0
	right	0.0
	Im not going to do more than four ones	0.0
	Could I give them back 74 ones	1.0
	They are going to look at me like I was crazy heres a big stack of money it would take a long time to count	0.0
	Really we just need seven 10 bills and four dollar bills	0.0
	Im going to let you work with someone at either	0.0
	I am going to let you work with a partner today to go through these problems	0.0
	the multisteps	0.0
	Some of you like to work alone	0.0
	The math boxes are actually on the first one page 127 but the problems do get a little bit harder as you go	0.0
	You should write out your steps using money and time and when you finish I have friends that have a challenge	0.0
	and then I have friends	0.0
	who Im trying to think what I should have you do when youre finished	0.0
	Lets just see timewise where we are	0.0
	I think Ill put up a couple of review games for multiplication when youre finished of choices	0.0
	Does anybody have any questions	1.0
	I will let you work with a partner you do need to list your steps underline the important information	0.0
	Go ahead	1.0
	Hi boys and girls	0.0
	Today Id like you to read our learning intention today	0.0
	Were doing lesson four nine	0.0
	Im going to have you go ahead and read that with me	0.0
	I can multiply twodigit numbers by twodigit numbers using the partial products strategy	0.0
	Okay heres how youre successful	0.0
	Look at the first star and read that with me	1.0
	I can solve twodigit by twodigit numbers	0.0
	I can match partitioned rectangles to partial products	0.0
	Okay	0.0
	I want you to think about how this is different than what we have done	0.0
	Turn and talk to a neighbor about how this is different than the last time we did multiplication	0.0
	Turn talk to a neighbor how is this different than the last time	5.0
	Im going to be pulling a card	0.0
	How is this different than the last time we did multiplication which was just last week	5.0
	Pull a card here and see if this person thought about that with their partner and talked about it	0.0
	How about Carter	1.0
	How is this different today	5.0
	How is it going to be different	5.0
Solving a twodigit number	Yes instead of doing two digits by one were doing two digits by	5.0
Two	two	3.0
	So theyre bigger problems	0.0
	Okay	0.0
	Carter would you please take that chair and just put it over in the back so you have a little more space sweetie	0.0
	Its just an extra chair	0.0
	Thank you so much	0.0
	I want to see who can find a vocabulary word that weve used before on this paper	5.0
Partitioned rectangles	I hear partitioned rectangles	4.0
	What else	5.0
Strategy	Strategy	3.0
	Have you seen partial before	1.0
	We did partial sums while we were doing partial products	0.0
	Okay	0.0
	Were going to start off with some mental math to get our brains thinking	0.0
	Youre going to turn and face the smartboard and Ill get our lesson up here	0.0
	Thanks Carter	0.0
	Okay	0.0
	It looks like they want you to be doing some multiplication remember our basic facts and then youre adding a zero	0.0
	When youre finished with those two you can just hold your board up not above your head just hold it up so I can see your answers	0.0
	Looks like most of us are done	0.0
	This first one 200 because you have four times five is 20 plus a zero	0.0
	30 times seven is 210 and 70 times eight is 560	0.0
	Okay lets try the next ones	0.0
	Pay attention at how many zeroes	0.0
	Okay now we have a zero on each factor	0.0
	Knowing those facts is so important	0.0
	If you can please hold up your board so I can see	0.0
	It looks like almost everyone got it nice job	0.0
	We have 800 2800 because we have 28 with two zeros and then we have 2700	0.0
	For this one were just going to go well well try	0.0
	Well see how many you can do but think about how one factor has two zeros and one has one	0.0
	Here at the bottom there are a lot of zeros its a big number and think about where your comma goes	0.0
	Okay	0.0
	If you know your facts this is going to be so much easier	0.0
	Six times eight six times four nine times nine	0.0
	My brain was having a hard time waking up this morning	0.0
	I felt like the cast this morning	0.0
	All right lets just see	0.0
	If you didnt get all three but you got the first one or two is still a good chance for you to see if youre accurate or not	0.0
	The first one we know six times eight is	5.0
48	48 and we have to have three zeros so it becomes 48000	4.0
	Some of you got 48000	0.0
	Okay the next one we know six times four is	5.0
24	We need three zeros so that would be 24000	4.0
	We know nine times nine is	5.0
81	81	3.0
	You know what I do is I write 81 with four zeros and then Ive got my comma is 810000	0.0
	Okay	0.0
	Were going to be practicing and so youre going to have a chance to go back to your seat in just a second and what I want you to do is turn your dry erase board over so I know youre listening to Mrs Cooper for a minute	0.0
	Youre going to have a chance to talk and youre going to have a chance to explain how you get your answer	0.0
	Today it says to turn to page 130 and youre going to be doing number one	0.0
	This is going to give you a good opportunity to see if you can figure out how to do a partitioned rectangle with 20 x 34	0.0
	Youll notice Im going to think about these two numbers	0.0
	I notice something about 20 and 34 theres a difference with those numbers	0.0
	I want you to think about this what does 20 have that 34 doesnt	5.0
	Dennis	1.0
20 has just a zero	A zero	4.0
	That might affect how you do it but youre going to try it out	0.0
	Boys and girls Im going to go back and I want to see if you make a connection with what we did the other day	0.0
	We did partitioned rectangles and partial products	0.0
	Okay	0.0
	We made our rectangle we did 50 and four and seven	0.0
	Now youre going to have one more digit because its two by two	0.0
	Remember when we did partial products we did seven times 50 and seven times four	0.0
	Im going to give you a chance just to see what you come up with for partial products	0.0
	Can you try it out with two digits by two knowing one is a zero	5.0
	Then were going to do some sharing and explaining	0.0
	Okay	0.0
	If you happen to finish this one and youre like Oh Im going to look at the example and see if I understand it	0.0
	That might help me with this	0.0
	Okay	0.0
	Without talking Im going to have you go back to get your journals out to open page 130	0.0
	Youre doing that number one problem	0.0
	Thank you for going back and not talking	0.0
	Youll have a chance to talk in just a few minutes	0.0
	Youre just doing number one page 130	0.0
	There is an example	0.0
	Try it out 130 number one	0.0
	You can look at the example	0.0
	Try number one	0.0
	Page 130	0.0
	Can you try it both ways	1.0
	Put this one right here	0.0
	Can you draw your rectangle	1.0
Yes	Do you remember how to do that the other day	1.0
Yes	We think of is there anything to decompose in 20	1.0
No	No so it would be different if it was like 24	4.0
	Its just 20 so your rectangle isnt going to look a whole lot different for this first one	0.0
	Oh you need to do your rectangle	0.0
	Draw your rectangle	0.0
	How would you decompose 34	5.0
	How was your line down	5.0
	I think you need three spots	0.0
	The races	0.0
	There you go so you would 20 here and then 30 may work	0.0
	If you feel like hey I have this Im going to move on and try one using those steps the example you can while youre waiting	0.0
	Its just another extra step or two	0.0
Okay	30 and four	0.0
	Put a zero here	0.0
	This is 30 and then here you would write 20	0.0
	No over here	0.0
	Remember how you would do it	0.0
	20 x 30 and 20 x 4	0.0
	Please help with your fingers how long you need to finish	1.0
	Okay	0.0
	Another minute or two	1.0
	If you feel like you have it you can move on	0.0
	I want you to think about this 20 would be here but this would be 30 and 4	0.0
	Remember how we decompose the number	1.0
	That makes sense	1.0
	I think you were trying to figure out what did it look like	1.0
	Right	0.0
	Do you have any idea how to do it this way	5.0
I do	Why dont you try writing it out and try	0.0
	Boys and girls even if you dont know how to do it with the two digits there is a zero there	0.0
	You can look at the example	0.0
	Theyll help you and see if you can figure out how to do it with the partial products	0.0
	At least give it a try	0.0
	Even if youre not right thats okay	0.0
	Daphne can you go back to your sit because Im trying to talk	0.0
	Lets do it 30 x 20 and then what would you do next	5.0
	20 x 4	1.0
Yes	Then zero	0.0
	Hi boys and girls Im going to actually have you turn and talk	0.0
	There is a group of three right here so all three of you can talk but youre going to turn to talk with your A and B partner so if you look on your map theres an A and B	1.0
	Share your answers and see if you can come up with an explanation of actually how they do partial products	5.0
	Explain what you did and see if your partner did the same thing or did you do something different	2.0
	Go ahead and talk	1.0
	Remember youre talking about number one	0.0
Oh	Talking about number one	0.0
Okay	Everybody share with a lot	1.0
20 x 34 would equal 680	Okay	0.0
	Can everybody share what you got	5.0
I cannot see where is the	Did you do it the same way	2.0
	Did you guys solve with the same way	2.0
Yes I have	Okay	0.0
	Did you get the same answer Miles	2.0
Yes	Then look at the next one	0.0
	Gage I see that you didnt quite get that and thats okay but look at the next one	0.0
	Can you figure out looking at the example I see 680 here	5.0
	Does anybody know how to do a partial product with the second one	1.0
No one	Has anybody tried it out	1.0
I tried it and I didnt even get the	Ill try it again	0.0
Okay	Sum up if you got the second part which is partial products you feel like you can explain and you understood that	0.0
	Im going to let a friend to help me explaining that to you and then were going to have a chance to practice and talk about how we do that strategy	0.0
	Im going to have you bring your driving spots back over to the carpet	0.0
	Were going to go over this first one	0.0
	Everybody got this which is awesome	0.0
	We decomposed	0.0
	We did 20 x 30 and four and then we got 680	0.0
	I dont have to write 60080	0.0
	The answer is 680	0.0
	Right	0.0
	Thumb up if you got 680	1.0
	Okay	0.0
	James would you be willing for a quick lap to come share how you did partial products	5.0
	I would write 20 x 34 or I could write it the other way and so Jamess going to come share and then I want to see how you feel	0.0
	Were going to do some practice and sharing	0.0
	All right James	1.0
Then 0 x 4 is 0 and 0 x 30 is 0 and then I got 60	Okay	0.0
	Has everybody seen what he did	1.0
	30 x 20 and then really just 20 x 4	0.0
	The rest is zeros	0.0
	Okay	0.0
	Lets give James a power clap	0.0
	One two three clap	0.0
	Were going to do an example and then were going to try some other driving sport	0.0
	This looks like a lot of numbers	0.0
	Thanks James	0.0
	I want everybody to look at the example	0.0
	Look at all those numbers to add up	0.0
	We have 2100	0.0
	I want everybody to be looking	0.0
	How did they get 2100 right here	5.0
	I have friends who are sitting at their seats and could be on the carpet so come on over	0.0
	I want you to have a way to get an answer and understand this will work backwards and see oh how did they get 2100	5.0
	Joey how did they get 2100	5.0
	They did 70 x 30 and they got 2100	0.0
	How did they get 560	5.0
	Carter	1.0
8 x 6	They actually did 70 x 8	4.0
	Look 70 x 30 and 70 x 8	0.0
	How did they get 180	5.0
	6 times what	5.0
30	30 and 6 x 8	4.0
	It makes a bow tie when you do it out	0.0
	Were going to do one example and then were going to try some practice in theory	0.0
	On your dry erase board were going to make a rectangle	0.0
	Were not going to give the answers bless you	0.0
	I have two numbers here	0.0
	I have 17 and 34	0.0
	When youre doing a two by twodigit number you have to decompose both numbers	0.0
	Go ahead and draw your rectangle	0.0
	Im going to decompose 17 to 10 and 7	0.0
	Im going to decompose 34 to 30 and 4	0.0
	Now who has a connection with that	5.0
	Turn and talk to your neighbor about your connection with what I just did to the other way we did it	5.0
	Turn and talk to your neighbor	1.0
	What is your connection	5.0
	What is your aha	5.0
	How many see it	1.0
	Stand up if you see a connection with what we did	1.0
	Theres just one little extra step	0.0
	Stand up if you understand what we did with the partition rectangle	1.0
	Theres a few of you that do	0.0
	Have a seat	0.0
	Do I have a friend who could explain the extra step here	2.0
	I have two twodigit numbers	0.0
	Mason what do we do with the two twodigit numbers	5.0
What you do with the two You have to bring them up	You decompose	0.0
	Everybody say Decompose	1.0
Decompose	You break them up	0.0
	17 becomes 10 and 7 34 becomes 30 and 4	0.0
	Now were going to multiply	0.0
	Were going to do 10 x 30 10 x 4 7 x 30 and 7 x 4 and have a lot of adding	0.0
	Go ahead and try it out and see what you get for your answer	0.0
	Im going to put mine  vision here while I do it	0.0
	Its a lot more adding	0.0
	how long you need	1.0
	Im going to tell you right now that you actually did two strategies	0.0
	I did both	0.0
	Jaden Im going to have to come up here	0.0
	I think youre really getting this	0.0
	We have our partition rectangle and then we have all of these numbers that we added	0.0
	We get 10 x 30 and got 300 1084 and we got 40 7 x 30 is 210 and 7 x 4 is 28	0.0
	We added all those up	0.0
	What do you think Jaden	5.0
It was column addition and then the partition rectangles	Youre on the right track	0.0
	This is column addition making sure we add up everything correctly and have them lined up but what really is this	5.0
The partial product	This is actually your partial products without the rectangle	4.0
	Were going to look at partial products	0.0
	Look at this example	0.0
	Thanks Jaden	0.0
	We have 70 x 30 70 x 8 then we have 6 x 30 and 6 x 8	0.0
	You guys see my little bow tie	0.0
	I always like making the bow tie	0.0
	Everybody watch	0.0
	70 x 30 70 x 8 6 x 30 6 x 8	0.0
	It makes a bow tie	0.0
	It makes a bow tie	0.0
	Thats partial products	0.0
	Look here everybody say 30 x 20	1.0
30 x 20	Youre going to write 600	0.0
	Were doing our tens times our tens 30 x 20 just like we did here	0.0
	Everybody look the connection 30 x 20600	0.0
	Then were going to do 30 x 0	0.0
	Is that anything	1.0
	Do I need to write the zero	1.0
	No	0.0
	Now Im going to do 4 x 20	0.0
	What is 4 x 20	5.0
	80 and 4 x 0 is 0	0.0
	If I add them up I get 680	0.0
	Were going to do some examples and then Ill have you try this one on your own	0.0
	Let me get my pen out	0.0
	Were going to try an example of partial products	0.0
	If you can do a partition rectangle you can do partial products	0.0
	Let me get this up here	0.0
	Let me write this	0.0
	All right	0.0
	Lets try	0.0
	Were going to try one together and see if we can give it a try	0.0
	This is just the next step	0.0
	Were just adding on to what weve done before	0.0
	Everybody write 38 x 33	0.0
	No zeros in this one 38 x 33	0.0
	Im going to just get my little All right	0.0
	Were going to start with the tens	0.0
	Were going to start with 30 x 30	0.0
	Im going to actually draw the partition rectangle	0.0
	You do not have to do this part but I want you to get this connection	0.0
	If I decompose 38 Ill have 30 and 8	0.0
	If I decompose 33 Ill have 30 and 3	0.0
	Look at the first step 30 x 30	0.0
	Whats 30 x 30	5.0
	Im going to write 900 and Im going to write 900	0.0
	The next step 30 x 30	0.0
	Im going to do 30 x 8	0.0
	Look 30 x 8	0.0
	Whats 30 x 8	5.0
240	3 x 824 so itll be 240	4.0
	Lookie here 30 x 8 is 240	0.0
	What am I going to do next	5.0
	I did 30 x 30 30 x 8	0.0
	What am I going to do next	5.0
	Now Im going to go to the ones and go 3 x 30 and 3 x 8	0.0
	Look here 3 x 30 3 x 8	0.0
	You seem really tired today	0.0
	Yay multiplication	0.0
	Everybody look 30 x 30 30 x 8 3 x 30 and 3 x 8	0.0
	Im going to do 3 x 30	0.0
	What is 3 x 30	5.0
90	90	3.0
	3 x 0 is 90	0.0
	Whats my last one	5.0
	3 x 8	0.0
	Whats 3 x 8	5.0
24	24	3.0
	I dont know how I got the eraser on but I will fix it	0.0
	Having problems with the technology here	0.0
	24 and Im going to add them up	0.0
	I have 24	0.0
	Do you notice all of these are the same with these	1.0
	If you need to draw a rectangle to help you youre basically doing partial products over here in boxes	0.0
	Youre just writing in a different way	0.0
	So 30 x 30 30 x 8 3 x 30 so I take the tens place times the tens	0.0
	This tens times the ones the ones times the tens the ones times the ones	0.0
	It makes a bow tie	0.0
	Thats it	0.0
	So were going to try one	0.0
	If you need to draw the rectangle to help you make the connection and then were going to do some turning and talking	0.0
	Okay	0.0
	So lets give it a try	0.0
	I want everyone to try 56 x 42 and Im going to start off easy and I can go ahead and draw a rectangle	0.0
	But I want you to try it this way too	0.0
	So if Im going to do decompose the number Im going to do 50 and 6 and Im going to do 40 and 2	0.0
	See if you can try it this way so you would do 40 x 50 40 x 6 2 x 50 2 x 6	0.0
	Its just like here	0.0
	If you need to do the partition rectangle first and then you can write all the things youre multiplying	0.0
	If you need to make a bow tie you can	0.0
	40 x 50 50 x 6 2 x 50 2 x 6	0.0
	I see friends trying it without the partition rectangle I think theyve got it	0.0
	If you have that first one you could make your own problem and if you have room and try another one	0.0
	Lets at least look at this one	0.0
	Actually turn and talk to a neighbor and see if you got the same thing	2.0
	Did you have the same numbers to add up did you get the same thing	2.0
	Compare	2.0
	Spaghetti	0.0
	Raise your hands if you like to start with this one first	1.0
Yes	Raise your hands if you just went for it and you tried this one	1.0
	Im going to go for it	0.0
	I drew my bow tie but Im going to do 40 x 50	0.0
	What is 40 x 50	5.0
200	So Im going to write my 200 and then Im going to do 40 x 6 just like up here and thats 240 and now Im going to do 2 x 50	4.0
	Why its keep	0.0
	doing that its pretty frustrating	0.0
100	100 thank you	4.0
	Then were going to do 2 x 6 is 12 and if I add them up 552	0.0
I thought we got it	Yes and its the same thing over here	0.0
	200 240 100 and 12	0.0
	Over here if I add all those up are the same numbers everybody look 200 240 100 12	0.0
	Okay	0.0
	So if you need that rectangle that is perfectly fine	0.0
	Show me with the one two three four how you feel about partition rectangles first of all	1.0
	I think everybody has that decomposes the numbers youre multiplying	0.0
	Show me how you feel about partial products	0.0
	Its really just adding all of these	0.0
	I control my rectangle and just add them all	0.0
	So were going to do one problem where we kind of look at I just want to see who can do it without the rectangle just to see	0.0
	If you need the rectangle thats okay	0.0
	Were going to try it out though	0.0
	Everybody say it with me I want you to say this	1.0
	40 x 50 40 x 6 2 x 50 2 x 6	1.0
	Youre taking the 40 times the 50 and the 40 times 6 then you go to the 2	0.0
	The 2 times the 50 and the 2 times the 6	0.0
	Im taking the tens by the tens of ones then the ones by the tens of the ones	0.0
	Okay everybody write 36 x 28	0.0
	And all youre doing youre not doing the problem	0.0
	Were going to do the bow tie	0.0
	Were going to take 20 times what	5.0
30	30	3.0
	Then were going to take 20 x 6 then were going to take 8 x 30 and 8 x 6	0.0
	Lets try another one write 99 x 86	0.0
	Were just talking about this step	0.0
	What are we going to do first	5.0
	80 x 90 80 x 9 6 x 90 6 x 9	0.0
	Does that help anybody	1.0
	Awesome	0.0
	Im going to erase them well do a couple more and then youre going to have a little challenge here	0.0
	All right everybody write 74 x 38	0.0
	What are we going to do	5.0
	30 x 70 30 x 4 8 x 70 8 x 4	0.0
	30 x 70 30 x 4 8 x 70 8 x 4	0.0
	All that place while youve been doing you have to know	0.0
	Try on your own try this one	0.0
	So you can make a bow tie	0.0
	What are you going to do	5.0
	Then I want you to write the problems out	0.0
	For example I know first Im going to do 30 x 60	0.0
	What am I going to do next	5.0
30 x 4	Ill let you finish that	0.0
	What are the other two problems	5.0
	Ava make sure you write this out so you know	0.0
Do we have to use the rectangle	No	0.0
	What would be my other two problems	5.0
	30 x 60 30 x 4 and Im going to take 2 x 60 and 2 x 4	0.0
4	4  feel about that	0.0
	Okay	0.0
	Im not just going to write six because its 60 30 x 60	0.0
	If I write a partition rectangle same thing 74 38	0.0
	I m going to have the same things over here the connection to partial products	0.0
	I have a challenge for you I m going to have you very quickly and quiet to go back to your notebook	0.0
	There is a good problem we are going to look at that you re going to be sharing your strategy we are going to be sharing with the class and adding on	0.0
	It s a good one I like it how fast can you get back to your seats	0.0
	We are going to actually skip over to page 131 131	0.0
	You re going to come up with a strategy and a good explanation to share and we are going to be sharing some with our group and then the whole class and talking about strategies we are actually looking at number six	0.0
	This is Eli and it says Eli solved 28 x 37 like this he showed his thinking in blue	0.0
	What mistake did Eli make	5.0
	Sketch a partition rectangle that can help Eli understand what he did wrong	0.0
	What I would do is start off with my rectangle to figure out what the right way is and then how could you help Eli	5.0
	What mistake did he make	5.0
	How does a partition rectangle help him	5.0
	I want everyone to try number six	0.0
	It is wrong and you can look at the bow tie you can look at your partition rectangle	0.0
	If I make a rectangle I m going to decompose those numbers 28 becomes what	5.0
	37 becomes what	5.0
	I would start off with a partition rectangle first	0.0
	We are only looking at this one what did he do wrong	5.0
	Nice try over here honey	0.0
	Bless you	0.0
	Bless not your journal	0.0
	Good	0.0
	Once you draw that rectangle I have a feeling you re going to figure it out pretty quickly	0.0
	I would draw your partition rectangle	0.0
	By the way part of math is explaining just to find your answer	0.0
	Raise your hands if you did find the mistake	1.0
	That might help you figure out what the mistake was	0.0
	If youve finished that one while you re waiting you could go on to do some of the other multiplication problems	0.0
	Ava why don t you start with your partition rectangle and that might help you	0.0
	Make sure that you re explaining what mistake he made that will help you figure out how to do it correctly	0.0
	Did you do a partition rectangle	1.0
	That might help you	0.0
	When you figure it out you re going to see the mistake right away	0.0
	Raise your hand if you ve moved on and you re doing some of the other ones now	1.0
	The partial products	1.0
	I ll give you another minute or two	0.0
	Be prepared to explain with a partner	0.0
Come on	Yes	0.0
They didn t look all correct	What would be the first step	5.0
	30 times	1.0
Perhaps two	No	0.0
30 x 20	Can you draw your partition rectangle	1.0
Yes	Good job figuring that out	0.0
	Boys and girls I m going to have you talk at your groups	0.0
	You might add on to the conversation you might agree with someone you might have something different	0.0
	I want to hear a conversation about what you think the mistake was and how can you prove what is actually correct	0.0
	We need a facilitator at each group pick someone who is going to get the conversation started and see if you can share strategies	0.0
	Your group should have something to share when we are finished	0.0
	You can add on you can justify your answer you can revise your thinking all right go	1.0
On the six here what I think he did wrong is that he got to do	Doing that one	0.0
I said that they re correcting	Do you want to come over and talk with this group	1.0
You could just add on to this	What do you think	5.0
203	Did you guys all get the same thing	2.0
Presentation that we agreed on	Very good	0.0
600	I want you to put a star by something that you want to share from that problem	0.0
	In your notebook put a star by a point or something you want to share and then we are going to do some explaining	0.0
	Maybe adding on maybe revising our thinking maybe you revised your thinking after you talked with your group	0.0
	I m going to have you quietly bring your journals back over to the carpet	0.0
	Thank you to those friends who came quickly and quietly and have your page open	0.0
	I m actually going to just take a volunteer and what I want you to do is share what you ve talked about with your group	0.0
	If you have something to add on you could say Hey I have something to add on or I don t agree with that or I do agree with that	0.0
	If you have something that you revised your thinking we will share that at the end as well	0.0
	Can I have Mason actually Mason I heard  in your group can you come up and can you share what you did and what your group talked about	5.0
	Maybe share the star of what you starred here	0.0
What I starred was I meant most about this part I starred there	Why did you star that	6.0
I starred that because I feel like I did the explaining and everyone in my group did it pretty close explanation	They did	1.0
	Can you share what you thought the mistake was	5.0
There s a 30 and a 30	You re saying instead of saying three was 30	4.0
	He said three was just	0.0
Three	Three	3.0
	Is it in the ones place	1.0
No	No	3.0
	Does everybody agree with Mason on that point	2.0
Yes	Mason you have it in that explanation	0.0
	Does anybody have anything to add on about the mistake	2.0
	We see the mistake and I see Mason whos added zeros	0.0
	James can you come up	1.0
	Let s give Mason a power clap one two three clap	0.0
	Come on up James	1.0
	What s something you want to add on	2.0
	Maybe you have something else to share	0.0
Also that the three and the 20 should be 30 x 20	Good it should be 30 x 20 and then this should be 30 x 8	4.0
	James I see that you didn t put your partition rectangle but what did you do here	5.0
I did the partial products	Partial products	3.0
	Does anybody do a rectangle to show that connection	1.0
	Who made a partition rectangle that they want to com share and put under the duck camera	1.0
	Aubrey did you do one	1.0
	Who did a partition rectangle that they want to share	1.0
I did	What	1.0
I did a partition rectangle	Rynn do you want to share your partition rectangle	1.0
	Thanks James let s give James a power clap one two three clap	0.0
	Come on up don t be scared it s okay I promise	1.0
	This is what I suggest maybe starting with but we did different things here	0.0
	Here s her partition rectangle it would be 30 and seven you would want to do 20 and eight	0.0
	Look we just revised some thinking right here	0.0
	This would be 30 and seven 20 and eight	0.0
	Do you see how you would break 20 to 20 and eight in eight ones	1.0
